Route_No,Comments_1,Shape_Leng,cdo,twoway,sruface_ch,bollardpro,temporary,mandatory,width,surface_ch,buslane,OBJECTID,datasource,classifica,classifi_1,cyclelane,shareduse,segregated,trafficfre,signedrout,oneside,twoway_sin,oneplus,review,difference,gid,MERGE_SRC,Shape_Le_1
,,47.40941668140,,"0","0","0","0","0",0.00000000000,"0","0","2040",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2209",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,47.40941668140
,,466.67822215100,,"0","0","0","0","0",0.00000000000,"0","0","2041",gda_base_cycle_network,segregatedcyclelane,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","1","2210",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,466.67822215100
,,14.09320215880,,"0","0","0","0","0",0.00000000000,"1","0","2042",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2211",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,14.09320215880
,,61.63613166440,,"0","0","0","0","0",0.00000000000,"0","0","2046",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2223",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,61.63613166440
,,60.70858886970,,"0","0","0","0","0",0.00000000000,"1","0","2047",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2225",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,60.70858886970
,,25.75945661480,,"0","0","0","0","0",0.00000000000,"0","0","2048",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2226",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,25.75945661480
,,748.50966390400,,"0","0","0","0","0",0.00000000000,"0","0","2049",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2230",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,748.50966390400
,,125.66226930300,,"0","0","0","0","0",0.00000000000,"0","0","2050",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","1","0","0","1","0","2231",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,125.66226930300
,,128.25811650600,,"0","0","0","0","0",0.00000000000,"0","0","2051",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2233",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,128.25811650600
,,241.69216740900,,"0","0","0","0","0",0.00000000000,"0","0","2052",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","1","2234",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,241.69216740900
,,30.37134670940,,"0","0","0","0","0",0.00000000000,"0","0","2053",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2236",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.37134670940
,,85.13823963580,,"0","0","0","0","0",0.00000000000,"0","0","2054",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2237",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,85.13823963580
,,30.87579044580,,"0","0","0","0","0",0.00000000000,"0","0","2055",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","2240",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.87579044580
,,45.31660943580,,"0","0","0","0","0",0.00000000000,"0","0","2056",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2241",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,45.31660943580
,,58.56272534700,,"0","0","0","0","0",0.00000000000,"0","0","2057",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2243",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,58.56272534700
,,65.95109058660,,"0","0","0","0","0",0.00000000000,"0","0","2058",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2244",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,65.95109058660
,,98.61014614840,,"0","0","0","0","0",0.00000000000,"0","0","2060",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2246",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,98.61014614840
,,32.55764119220,,"0","0","0","0","0",0.00000000000,"0","0","2061",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2247",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,32.55764119220
,,28.53053688620,,"0","0","0","0","0",0.00000000000,"0","1","2062",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2248",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,28.53053688620
,,338.45122298600,,"0","0","0","0","0",0.00000000000,"0","0","2063",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2249",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,338.45122298600
,,54.91886578990,,"0","0","0","0","0",0.00000000000,"0","0","2065",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2252",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,54.91886578990
,,76.06288478240,,"0","0","0","0","0",0.00000000000,"0","0","2066",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2253",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,76.06288478240
,,32.01516345280,,"0","0","0","0","0",0.00000000000,"0","0","2068",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2290",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,32.01516345280
,,12.41739150980,,"0","0","0","0","0",0.00000000000,"0","1","2069",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2292",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,12.41739150980
,,23.94013875900,,"0","0","0","0","0",0.00000000000,"0","0","2070",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2293",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,23.94013875900
,,125.05130893700,,"0","0","0","0","0",0.00000000000,"0","1","2071",gda_base_cycle_network,buslane,,"0","0","0","0","0","0","1","0","1","0","1776",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,125.05130893700
,,21.31252339830,,"0","0","0","0","0",0.00000000000,"1","0","2072",gda_base_cycle_network,"surfacechange;cyclelane",cyclelane,"1","0","0","0","0","0","0","1","1","1","3342",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,21.31252339830
,,88.65486611680,,"0","0","0","0","0",0.00000000000,"1","0","2073",gda_base_cycle_network,surfacechange,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","1","2319",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,88.65486611680
,,177.83771174800,,"0","0","0","0","0",0.00000000000,"0","0","2074",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2321",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,177.83771174800
,,678.29759557200,,"0","0","0","0","0",0.00000000000,"0","0","2075",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2324",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,678.29759557200
,,43.13443125900,,"0","0","0","0","0",0.00000000000,"0","0","2076",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2325",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,43.13443125900
,,182.78097206200,,"0","0","0","0","0",0.00000000000,"0","0","2077",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2328",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,182.78097206200
,,68.82367673120,,"0","0","0","0","0",0.00000000000,"1","1","2078",gda_base_cycle_network,"surfacechange;buslane","surfacechange;buslane","0","0","0","0","0","0","0","1","1","1","2330",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,68.82367673120
,,86.48413686320,,"0","0","0","0","0",0.00000000000,"0","0","2079",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","2331",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,86.48413686320
,,132.97090403700,,"0","0","0","0","0",0.00000000000,"0","0","2080",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2333",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,132.97090403700
,,33.14242877310,,"0","0","0","0","0",0.00000000000,"0","0","2081",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2336",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,33.14242877310
,,85.24851680970,,"0","0","0","0","0",0.00000000000,"0","0","2082",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2346",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,85.24851680970
,,22.94654163870,,"0","0","0","0","0",0.00000000000,"0","0","2084",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","2349",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,22.94654163870
,,24.98209208310,,"0","0","0","0","0",0.00000000000,"1","0","2085",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2351",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,24.98209208310
,,328.09661461000,,"0","0","0","0","0",0.00000000000,"0","0","2086",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2352",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,328.09661461000
,,95.63596118460,,"0","0","0","0","0",0.00000000000,"0","0","2087",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","2353",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,95.63596118460
,,172.10124205200,,"0","0","0","0","0",0.00000000000,"0","0","2088",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2354",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,172.10124205200
,,41.97535436200,,"0","0","0","0","0",0.00000000000,"0","1","2090",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2358",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,41.97535436200
,,10.24755291490,,"0","0","0","0","0",0.00000000000,"0","0","2091",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2359",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,10.24755291490
,,94.30619151940,,"0","0","0","0","0",0.00000000000,"0","0","2092",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2360",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,94.30619151940
,,42.26543685890,,"0","0","0","0","0",0.00000000000,"0","0","2093",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2365",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,42.26543685890
,,33.29773446930,,"0","0","0","0","0",0.00000000000,"0","1","2094",gda_base_cycle_network,"shareduse;buslane","shareduse;buslane","0","1","0","0","0","0","0","1","1","1","2366",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,33.29773446930
,,108.24580528800,,"0","0","0","0","0",0.00000000000,"0","0","2095",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","0","1","0","1","0","1780",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,108.24580528800
,,29.42172091000,,"0","0","0","0","0",0.00000000000,"0","1","2096",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2368",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,29.42172091000
,,118.39505924900,,"0","0","0","0","0",0.00000000000,"0","0","2097",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2372",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,118.39505924900
,,6.44924262666,,"0","0","0","0","0",0.00000000000,"0","0","2098",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2373",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,6.44924262666
,,23.31037011890,,"0","0","0","0","0",0.00000000000,"0","0","2099",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2374",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,23.31037011890
,,35.76815015690,,"0","0","0","0","0",0.00000000000,"0","0","2101",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2376",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,35.76815015690
,,121.46648130100,,"0","0","0","0","0",0.00000000000,"0","0","2102",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2382",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,121.46648130100
,,95.78132281220,,"0","0","0","0","0",0.00000000000,"0","0","2103",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2383",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,95.78132281220
,,42.58604034690,,"0","0","0","0","0",0.00000000000,"0","0","2104",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2384",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,42.58604034690
,,83.02612164980,,"0","0","0","0","0",0.00000000000,"0","0","2105",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2385",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,83.02612164980
,,16.22911665690,,"0","0","0","0","0",0.00000000000,"0","0","2106",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2386",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,16.22911665690
,,22.23275304920,,"0","0","0","0","0",0.00000000000,"0","0","2107",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2387",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,22.23275304920
,,256.36638368000,,"0","0","0","0","0",0.00000000000,"1","0","2108",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2388",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,256.36638368000
,,94.82224420050,,"0","0","0","0","0",0.00000000000,"0","0","2109",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2389",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,94.82224420050
,,114.07426428700,,"0","0","0","0","0",0.00000000000,"0","0","2110",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2390",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,114.07426428700
,,246.29293056800,,"0","0","0","0","0",0.00000000000,"0","0","2111",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","2391",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,246.29293056800
,,45.63418946650,,"0","0","0","0","0",0.00000000000,"0","0","2112",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2393",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,45.63418946650
,,200.13496186600,,"0","0","0","0","0",0.00000000000,"0","0","2113",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2394",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,200.13496186600
,,36.77815977580,,"0","0","0","0","0",0.00000000000,"0","0","2114",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2395",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,36.77815977580
,,205.73245884500,,"0","0","0","0","0",0.00000000000,"0","0","2115",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2396",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,205.73245884500
,,35.38361202590,,"0","0","0","0","0",0.00000000000,"0","0","2116",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2397",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,35.38361202590
,,17.08800749060,,"0","0","0","0","0",0.00000000000,"0","0","2117",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2398",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,17.08800749060
,,29.23651761990,,"0","0","0","0","0",0.00000000000,"1","0","2118",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2400",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,29.23651761990
,,17.36728073470,,"0","0","0","0","0",0.00000000000,"0","0","2119",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2404",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,17.36728073470
,,44.43701392910,,"0","0","0","0","0",0.00000000000,"0","0","2120",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2407",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,44.43701392910
,,30.05292165440,,"0","0","0","0","0",0.00000000000,"0","1","2121",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2408",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.05292165440
,,18.70876554210,,"0","0","0","0","0",0.00000000000,"0","0","2122",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2409",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,18.70876554210
,,28.14512219980,,"0","0","0","0","0",0.00000000000,"0","0","2123",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2410",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,28.14512219980
,,41.43831834630,,"0","0","0","0","0",0.00000000000,"0","0","2124",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2411",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,41.43831834630
,,15.88014768800,,"0","0","0","0","0",0.00000000000,"0","0","2125",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2412",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,15.88014768800
,,98.40195202900,,"0","0","0","0","0",0.00000000000,"0","0","2126",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2413",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,98.40195202900
,,211.46385215600,,"0","0","0","0","0",0.00000000000,"0","0","2127",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2414",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,211.46385215600
,,104.03561388500,,"0","0","0","0","0",0.00000000000,"0","0","2128",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2415",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,104.03561388500
,,33.15198995680,,"0","0","0","0","0",0.00000000000,"0","0","2129",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","2416",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,33.15198995680
,,72.62001311610,,"0","0","0","0","0",0.00000000000,"0","0","2130",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","0","1","0","1","0","2345",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,72.62001311610
,,82.33411159930,,"0","0","0","0","0",0.00000000000,"0","0","2131",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","0","1","0","1","1","2350",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,82.33411159930
,,119.99887000000,,"0","0","0","0","0",0.00000000000,"0","0","2132",gda_base_cycle_network,segregatedcyclelane,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","0","3422",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,119.99887000000
,,91.01110322400,,"0","0","0","0","0",0.00000000000,"1","0","2133",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","3423",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,91.01110322400
,,93.99023089030,,"0","0","0","0","0",0.00000000000,"0","0","2134",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","2424",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,93.99023089030
,,70.54735836230,,"0","0","0","0","0",0.00000000000,"0","0","2135",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2425",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,70.54735836230
,,54.65691687830,,"0","0","0","0","0",0.00000000000,"0","0","2136",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2427",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,54.65691687830
,,25.49509756800,,"0","0","0","0","0",0.00000000000,"0","0","2137",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2429",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,25.49509756800
,,165.31319183000,,"0","0","0","0","0",0.00000000000,"1","0","2138",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2430",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,165.31319183000
,,70.53836808540,,"0","0","0","0","0",0.00000000000,"0","0","2139",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2432",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,70.53836808540
,,234.74729165600,,"0","0","0","0","0",0.00000000000,"0","0","2140",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2433",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,234.74729165600
,,14.29061069770,,"0","0","0","0","0",0.00000000000,"0","0","2141",gda_base_cycle_network,"shareduse;cyclelane",cyclelane,"1","1","0","0","0","0","0","1","1","1","2434",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,14.29061069770
,,196.93561256200,,"0","0","0","0","0",0.00000000000,"0","0","2142",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2435",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,196.93561256200
,,21.13900967400,,"0","0","0","0","0",0.00000000000,"0","0","2143",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2436",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,21.13900967400
,,226.08416729900,,"0","0","0","0","0",0.00000000000,"0","0","2145",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2442",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,226.08416729900
,,76.01179945790,,"0","0","0","0","0",0.00000000000,"0","0","2146",gda_base_cycle_network,cyclelane,segregatedcyclelane,"1","0","1","0","0","0","0","0","1","1","2446",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,76.01179945790
,,5.44944757574,,"0","0","0","0","0",0.00000000000,"0","0","2147",gda_base_cycle_network,segregatedcyclelane,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","1","2447",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,5.44944757574
,,30.65952280540,,"0","0","0","0","0",0.00000000000,"0","0","2148",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2448",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.65952280540
,,31.05411120830,,"0","0","0","0","0",0.00000000000,"0","0","2149",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2449",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,31.05411120830
,,11.14883142200,,"0","0","0","0","0",0.00000000000,"1","0","2150",gda_base_cycle_network,segregatedcyclelane,surfacechange,"0","0","1","0","0","0","0","0","1","1","2450",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,11.14883142200
,,35.71765014920,,"0","0","0","0","0",0.00000000000,"0","0","2151",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2452",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,35.71765014920
,,49.78696562580,,"0","0","0","0","0",0.00000000000,"0","0","2152",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2453",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,49.78696562580
,,213.95139083400,,"0","0","0","0","0",0.00000000000,"0","0","2153",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2454",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,213.95139083400
,,266.16011455800,,"0","0","0","0","0",0.00000000000,"0","1","2154",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","2455",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,266.16011455800
,,91.45307107440,,"0","0","0","0","0",0.00000000000,"0","0","2155",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2461",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,91.45307107440
,,37.57658845610,,"0","0","0","0","0",0.00000000000,"0","0","2156",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","2463",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,37.57658845610
,,4.50124869649,,"0","0","0","0","0",0.00000000000,"0","0","2157",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2466",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,4.50124869649
,,58.56896219950,,"0","0","0","0","0",0.00000000000,"0","0","2158",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2467",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,58.56896219950
,,29.76889839290,,"0","0","0","0","0",0.00000000000,"1","0","2159",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","2474",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,29.76889839290
,,37.02039383130,,"0","0","0","0","0",0.00000000000,"0","0","2160",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2476",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,37.02039383130
,,118.84327630400,,"0","0","0","0","0",0.00000000000,"0","0","2161",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","2477",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,118.84327630400
